Controller Name, DX200,,,,,,
Robot Name, DX200-R01,,,,,,
Model Traced, DX200-R01_tcp,,,,,,
Trace Model, DX200-R01-trace1_01,,,,,,
Reference Frame, world,,,,,,
,,,,,,,
Time[s],X[mm],Y[mm],Z[mm],Rx[deg],Ry[deg],Rz[deg],V[mm/s]
0.884,768.561,-327.387,901.566,-122.967,-39.027,-92.343,354.049
0.888,769.943,-327.098,901.736,-122.392,-38.825,-92.749,355.597
0.892,771.338,-326.798,901.901,-121.822,-38.62,-93.145,359.078
0.896,772.734,-326.487,902.088,-121.258,-38.412,-93.531,360.554
0.9,774.139,-326.146,902.271,-120.699,-38.195,-93.911,364.28
0.904,775.545,-325.797,902.472,-120.145,-37.977,-94.281,365.734
0.908,776.955,-325.43,902.665,-119.597,-37.753,-94.643,367.514
0.912,778.371,-325.049,902.883,-119.054,-37.527,-94.995,370.618
0.916,779.794,-324.654,903.111,-118.516,-37.297,-95.339,373.406
0.92,781.219,-324.235,903.343,-117.984,-37.061,-95.674,375.815
0.924,782.645,-323.801,903.572,-117.458,-36.822,-96,377.129
0.928,784.081,-323.355,903.838,-116.935,-36.581,-96.318,381.596
0.932,785.518,-322.897,904.095,-116.42,-36.337,-96.625,382.735
0.936,786.95,-322.411,904.36,-115.909,-36.088,-96.925,383.551
0.94,788.398,-321.908,904.639,-115.403,-35.835,-97.216,389.591
0.944,789.833,-321.388,904.921,-114.903,-35.578,-97.499,388.2
0.948,791.28,-320.86,905.213,-114.41,-35.322,-97.771,391.817
0.952,792.719,-320.305,905.512,-113.92,-35.06,-98.037,392.777
0.956,794.173,-319.737,905.83,-113.436,-34.796,-98.293,398.215
0.96,795.614,-319.139,906.143,-112.957,-34.527,-98.542,397.791
0.964,797.064,-318.54,906.469,-112.485,-34.259,-98.779,400.658
0.968,798.508,-317.918,906.819,-112.016,-33.988,-99.01,402.723
0.972,799.96,-317.271,907.154,-111.553,-33.712,-99.233,406.096
0.976,801.405,-316.609,907.511,-111.095,-33.435,-99.446,407.29
0.98,802.853,-315.927,907.872,-110.643,-33.155,-99.651,410.198
0.984,804.296,-315.228,908.245,-110.195,-32.873,-99.848,411.615
0.988,805.738,-314.507,908.61,-109.754,-32.588,-100.037,413.078
0.992,807.178,-313.77,909,-109.316,-32.303,-100.217,415.902
0.996,808.619,-313.012,909.393,-108.884,-32.013,-100.39,418.846
1,810.053,-312.237,909.798,-108.456,-31.724,-100.553,420.044
1.004,811.485,-311.439,910.194,-108.034,-31.431,-100.71,421.56
